,title,description,job_url,datePosted,validThrough,occupationalCategory,salary_min,salary_max,salary_currency,companyName,companyAddress
83,Spanish-English Bilingual Healthcare Customer Service Representative - Remote in California,"Your potential has a place here with TTEC's award-winning employment experience. As a Bilingual Healthcare Customer Service Representative - Spanish-English working remotely in California, you'll be a part of bringing humanity to business. Our employees have spoken. Our purpose, team, and company culture are amazing and our Great Place to Work certification in the United States says it all! What You'll be Doing Do you have a passion for helping others and giving them peace of mind? Whether it's getting answers for customers quickly, consulting on products with compassion or resolving their issues with a smile, you'll be the difference between their customer experience being just average or an exceptional one. During a Typical Day, You'll Answer incoming communications from customers Conduct research to provide answers for customers to resolve their issues What You Bring to the Role Bilingual in English and Spanish 6 months or more of customer services experience High school diploma or equivalent Recognize, apply and explain your product or service knowledge Computer experience High speed internet connection (>25mbps). What You Can Expect Supportive of your career and professional development An inclusive culture and community minded organization where giving back is encouraged A global team of curious lifelong learners guided by our company values Base wage starting at $18.15 plus performance bonus opportunities And we have a healthy benefits package based on your position that could include PTO, tuition reimbursement, health and wellness incentives. Visit for more information. A Bit More About Your Role We're committed to ensuring you have the skills and support to be successful in your role throughout your career. From your first day in training, through individualized webcam-enabled, engagement and coaching, on into 1000s of free courses to support your career growth wherever that may take you. And we know that you bring with you the one necessary ingredient that can't be taught - a caring and supportive nature that will shine through as you help customers. Our TTEC community is here for you as one dynamic, global family. You'll report to a Team Lead. You'll contribute to the success of the customer experience and the overall success of the team. About TTEC Our business is about making customers happy. That's all we do. Since 1982, we've helped companies build engaged, pleased, profitable customer experiences powered by our combination of humanity and technology. On behalf of many of the world's leading iconic and hypergrowth brands, we talk, message, text, and video chat with millions of customers every day. These exceptional customer experiences start with you. TTEC is proud to be an equal opportunity employer where all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. TTEC embraces and is committed to building a diverse and inclusive workforce that respects and empowers the cultures and perspectives within our global teams. We aim to reflect the communities we serve, by not only delivering amazing service and technology, but also humanity. We make it a point to make sure all our employees feel valued, belonging, and comfortable being their authentic selves at work. As a global company, we know diversity is our strength because it enables us to view things from different vantage points and for you to bring value to the table in your own unique way.",https://www.weworkremotely.com/remote-jobs/ttec-spanish-english-bilingual-healthcare-customer-service-representative-remote-in-california,2025-09-09 00:37:07 UTC,2025-10-09 00:37:07 UTC,Customer Support,0,0,USD,TTEC,Not Specified
84,Work From Home Travel Booking Agent,"Do You Love Travel and Enjoy Helping Others Plan Their Dream Vacations? We’re looking for motivated, detail-oriented individuals to join our team as Remote Travel Booking Agents ! If you’re passionate about travel and want the freedom to work from anywhere, this opportunity could be perfect for you. What You’ll Be Doing As a Remote Travel Booking Agent, you’ll assist clients in planning unforgettable trips by: Personalizing Every Trip : Learn each client’s travel preferences and craft customized resort or cruise experiences. Staying in the Know : Stay updated on travel trends and destination news to offer expert advice and exciting options. Designing Smooth Itineraries : Build complete travel plans that may include flights, resorts, cruises, excursions, and dining. Managing the Details : Take care of all travel bookings, ensuring everything runs smoothly. Providing Ongoing Support : Be available to assist with any questions or issues before and during your clients’ trips. What We’re Looking For A passion for travel and helping others discover new experiences Strong communication skills (written and verbal) Great attention to detail and strong organizational habits The ability to work independently and stay motivated in a remote setting A commitment to delivering top-notch customer service Requirements Must be 18 years or older and located in the U.S. Access to a computer or smartphone, reliable internet, and a quiet home workspace What You’ll Receive Complete training provided—no experience necessary Access to exclusive travel discounts and perks A customizable travel website to grow your business Flexible hours—you set your own schedule Ongoing mentorship and team support IATA accreditation for qualified agents Unlimited income potential—earnings based on effort and dedication",https://www.weworkremotely.com/remote-jobs/hb-travels-work-from-home-travel-booking-agent-2,2025-09-05 16:34:40 UTC,2025-10-05 16:34:40 UTC,Customer Support,50000,50000,USD,HB Travels,Massachusetts
85,Administrative Assistant - Equipment Finance,"Equipment Finance Canada is a national brokerage helping businesses across the country finance trucks, trailers, and heavy equipment. As we continue to grow, we're looking for a proactive, organized, and reliable Administrative Assistant to support our daily operations and expanding client base. This is a part-time position starting in-office. Once fully trained and confident in your role, you’ll have the flexibility to transition into a hybrid work environment. As a key point of contact for many of our clients, you'll assist with deal intake, client communication, and file coordination. You’ll play an essential role in keeping operations running smoothly. Performance-based bonuses and commissions are available for high-performing team members. Key Responsibilities Answer incoming calls and direct them to the appropriate team member Respond to client inquiries and emails in a timely and professional manner Input financing applications into our CRM system Prepare and organize deal summaries and submission notes Maintain accurate digital records and client documentation Follow up with clients for any missing documents or information Liaise with vendors, lenders, and trucking companies as needed Provide general administrative support to brokers and internal team members Qualifications Minimum 2 years of experience in an administrative, customer service, or office support role Confident communicator, both on the phone and in writing Fluent in English (spoken and written) Comfortable using digital tools like Google Workspace, Microsoft Office, and CRM systems Strong organizational skills with attention to detail Able to manage multiple priorities with minimal supervision Friendly, professional, and self-motivated Eagerness to learn and grow within a fast-paced environment Applications received by email or phone call will not be accepted. Please apply only by the following form: https://forms.gle/ARZM4qiqeiCiVBdr7",https://www.weworkremotely.com/remote-jobs/equipment-finance-canada-administrative-assistant-equipment-finance,2025-09-02 17:46:24 UTC,2025-10-02 17:46:24 UTC,Customer Support,25000,25000,USD,Equipment Finance Canada,"Langley, BC Canada"
86,Freelancer (m/w/d) Inbound Kundenservice - in der EU! - Home-Office,"Die hey contact heroes stehen für echte Innovationen im Kundenservice! Wir haben uns auf die Bereitstellung erstklassiger Kundenservice-Lösungen spezialisiert hat. Mit über 500 Agent/innen sind wir in mittlerweiel 17 Ländern rund um die Uhr und rund um den Globus im Einsatz. Wir sind stolz darauf, eine Plattform zu schaffen, das von Teamarbeit, Kreativität und kontinuierlicher Weiterentwicklung geprägt ist. Werde Teil unserer Community und helfen Sie uns dabei, die Zukunft des Kundenservice zu gestalten!"" Wir sind stets auf der Suche nach talentierten und kreativen Köpfen, die Lust haben, an spannenden Projekten mitzuwirken. Bei uns erwartet dich ein dynamisches Arbeitsumfeld, spannende Projekte, eine Zusammenarbeit auf Augenhöhe und die Möglichkeit, deine Fähigkeiten weiterzuentwickeln. Und der Erfolg gibt uns recht, wir wachsen weiter und suchen rund 100 weitere EU-Freelancer (m/w/d) für neue Inbound-Projekte unserer Auftraggeber. Aufgaben Deine Mission: Annahme und möglichst fallabschließende Bearbeitung eingehender Anrufe, Professionelle und serviceorientierte Kommunikation mit den Kunden, Erfassung und Dokumentation der Kundenanliegen im CRM-System, Sicherstellung einer hohen Servicequalität und Kundenzufriedenheit. Qualifikation Dein Profil: Du erfüllst die Vorraussetzung als Freelancer zu arbeiten, Du verfügst über mindestens 6 Monate Erfahrung im Kundenservice, Dein Arbeits-/Wohnort liegt im EU-Ausland oder Du wanderst bald aus Du hast sehr gute Deutschkenntnisse (C1/C2 nachweisbar), Eigenständige Arbeitsweise und hohe Zuverlässigkeit, Du hast einen Arbeitsplatz der für Dritte nicht einsehbar ist, Du verfügst über einen Schreibtisch, einen Bürostuhl, und die erforderliche Hardware (PC, zwei Monitore, Maus/Tastatur, Webcam, Headset), Du hast eine stabile Internetverbindung mit mindestens 50 Mbit/s (per Kabel). Benefits Unser Angebot: Einen fairen Vertrag und eine angemessene Vergütung deiner Freelancer-Leistung, Die Perspektive einer langfristigen Partnerschaft, Eine Zusammenarbeit auf (echter) Augenhöhe, Eine umfangreiche und persönliche Einarbeitung. Klingt gut? Dann freuen wir uns auf deine Nachricht!",https://www.weworkremotely.com/remote-jobs/hey-contact-heroes-gmbh-freelancer-m-w-d-inbound-kundenservice-in-der-eu-home-office,2025-09-02 09:02:10 UTC,2025-10-02 09:02:10 UTC,Customer Support,0,0,USD,hey contact heroes GmbH,Germany Hamburg
87,EU-Freelancer (m/w/d) im Inbound Kundenservice - Home-Office!,"Die hey contact heroes stehen für Innovation im Kundenservice! Unser Fokus liegt auf der Bereitstellung erstklassiger Kundenservice-Lösungen. Mit über 500 Agent:innen sind wir bereits in 17 Ländern rund um die Uhr im Einsatz. Wir sind stolz darauf, eine Plattform zu bieten, die von Teamgeist, Kreativität und kontinuierlicher Weiterentwicklung geprägt ist. Werde Teil unserer Community und gestalte mit uns die Zukunft des Kundenservice! Wir suchen talentierte und kreative Köpfe , die Lust haben, spannende Projekte aktiv mitzugestalten. Dich erwartet ein dynamisches Arbeitsumfeld, vielfältige Aufgaben, Zusammenarbeit auf Augenhöhe und die Chance, deine Fähigkeiten weiterzuentwickeln. Unser Wachstum spricht für sich: Aktuell suchen wir fast 100 weitere EU-Freelancer (m/w/d) , um uns im Inbound-Kundenservice für einen namhaften Auftraggeber aus dem Telekommunikationssegment (Mobilfunk) zu unterstützen. Aufgaben Deine Mission: Annahme und eigenständige Bearbeitung eingehender Kundenanrufe, lösungsorientiert und effizient Professionelle, freundliche und serviceorientierte Kommunikation mit unseren Kund:innen Dokumentation und Pflege aller Kundenanliegen im CRM-System Sicherstellung von Servicequalität und Kundenzufriedenheit auf höchstem Niveau Qualifikation Dein Profil: Du erfüllst die Vorraussetzung als Freelancer zu arbeiten, Du verfügst über erste Erfahrungen im Kundenservice, Dein Arbeits-/Wohnort liegt in der EU (außerhalb Deutschland) oder Du wanderst demnächst aus Du hast sehr gute Deutschkenntnisse (C1/C2 nachweisbar), Eigenständige Arbeitsweise und hohe Zuverlässigkeit, Du hast einen sicheren Arbeitsplatz, der für Dritte nicht einsehbar und/oder zugänglich ist, Du verfügst über einen Schreibtisch, einen Bürostuhl, und die erforderliche Hardware (PC, zwei Monitore, Maus/Tastatur, Webcam, Headset), Du hast eine stabile Internetverbindung mit mindestens 50 Mbit/s (per Kabel). Benefits Unser Angebot: Einen fairen Vertrag und eine angemessene Vergütung deiner Freelancer-Leistung, Die Perspektive einer langfristigen Partnerschaft, Eine Zusammenarbeit auf (echter) Augenhöhe, Eine umfangreiche und persönliche Einarbeitung. Klingt gut? Dann freuen wir uns auf deine Nachricht!",https://www.weworkremotely.com/remote-jobs/hey-contact-heroes-gmbh-eu-freelancer-m-w-d-im-inbound-kundenservice-home-office-2,2025-09-02 09:02:06 UTC,2025-10-02 09:02:06 UTC,Customer Support,0,0,USD,hey contact heroes GmbH,Germany Hamburg
88,Online Sales Manager,"Join Our Team Online Sales Representative (Remote) We are a full-service marketing agency committed to delivering results that drive growth. We’re currently seeking a motivated and goal-oriented Online Sales Representative to join our remote sales team. In this role, you will engage with potential clients via live chat, build strong relationships, and consistently convert conversations into sales. We’re looking for someone who is proactive, passionate about sales, and thrives on achieving and exceeding targets. What We’re Looking For: •    Proven experience in sales, particularly in online or outbound roles •    Exceptional written English and fast, accurate typing skills •    A positive, resilient mindset with a high level of patience and persistence •    A reliable laptop and stable internet connection (remote position) What We Offer: •    $700 base salary with a competitive commission structure. Our top performers earn significantly more •    Flexible remote work-operate from wherever you're most productive •    A dynamic, supportive team environment focused on growth and success If you’re driven, confident in handling objections, and ready to be part of an ambitious team, we’d love to hear from you. Apply now and help us make an impact.",https://www.weworkremotely.com/remote-jobs/redfox-agency-online-sales-manager,2025-08-27 16:10:04 UTC,2025-09-26 16:10:04 UTC,Customer Support,0,0,USD,RedFox Agency,London
89,SAP Solution Architect CX/CRM (w/m/d),"Du hast Lust auf eine Karriere in einem Konzern, aber möchtest dennoch nicht auf eine entspannte Du-Kultur und ein wertschätzendes Umfeld verzichten? Daneben brennst Du für den digitalen Wandel und die neuesten Technologien? Dann bist Du bei uns genau richtig! Analyse und Identifikation von Kundenbedarfen im Bereich SAP Customer Experience (CX) gemeinsam mit deinem Team Entwicklung von Lösungskonzepten für Integrationsszenarien auf Basis von SAP Integration Suite in enger Abstimmung mit dem Kunden Umsetzung von Partner-, Shop- oder Systemanbindungen sowie kontinuierliche Weiterentwickelung der Schnittstellen- und Systemlandschaften unserer Kunden Eigenverantwortliche (Teil-)Projektleitung inkl. der Planung, Koordination und Durchführung unserer agilen Projekte Gestaltung des Produkt- und Leistungsportfolios im Bereich Business Integration Abgeschlossenes Studium der Informatik, Wirtschaftsinformatik, Wirtschaftsingenieurwesen oder vergleichbares, gerne auch Ausbildung im IT Bereich oder relevante Berufserfahrung Leidenschaftlicher SAP Integration Suite Entwickler oder Technologie-Spezialist Kenntnisse im Bereich SAP CX und SAP ERP bzw. S/4 HANA machen es Dir einfach, mit Deinen Kollegen aus der Prozess- und Modulberatung eine gemeinsame Sprache zu finden Prozesskenntnisse im Bereich kaufmännischer Geschäftsprozesse Kundenorientiertes Denken und selbstständiges Arbeiten sowie zielorientierte Arbeitsweise Erfahrungen als Teamplayer und Freund agiler Entwicklungsmethoden Sehr gute Deutsch- und Englischkenntnisse THE BEST OF ICT WITH A HUMAN TOUCH – Getreu unseres Mottos erfährst du von Tag eins an Wertschätzung für deine Arbeit. Wir leben den Teamgedanken – mit viel Gestaltungsfreiraum, kurzen Entscheidungswegen, flachen Hierarchien, einem eigenverantwortlichen Arbeitsbereich, einer klaren Vision für die Zukunft und garantiert mit viel Spaß bei der Arbeit! Unsere Du-Kultur und das Prinzip der offenen Türen gehören zu unserem Miteinander – bei Fragen kannst du dich jederzeit an deine Führungskraft oder deine Kolleg:innen wenden. Beteiligung am konzerneigenen Aktienprogramm, inklusive Bezuschussung von Gratisaktien und Förderung der betrieblichen Altersvorsorge Unser Herz schlägt für unsere Kunden und dafür, deren (SAP-) Geschäftsprozesse voranzubringen Du wirst einen großen Impact auf Deine herausfordernden Aufgaben und Projekte haben Es gibt vielseitige Entwicklungsmöglichkeiten und Karriereperspektiven für Absolventen, Young Professionals und berufserfahrene IT-Experten (gn) Wir bieten einen großen Gestaltungsspielraum und flexible Arbeitszeiten Wir haben gemeinsam Spaß auf zahlreichen Veranstaltungen und Events Wir stellen einen attraktiven Firmenwagen sowie moderne IT-Ausstattung, bieten E-Bikes, Gesundheitsangebote, verschiedene Mitarbeiterrabatte und Annehmlichkeiten wie kostenlose Getränke und frisches Obst am Arbeitsplatz, u.v.m. Die Unternehmensgruppe Axians in Deutschland ist Teil des globalen Markennetzwerks für ICT-Lösungen von VINCI Energies. Mit einem ganzheitlichen ICT-Portfolio unterstützt die Gruppe Unternehmen, Kommunen und öffentliche Einrichtungen, Netzbetreiber sowie Service Provider bei der Modernisierung ihrer digitalen Infrastrukturen und Lösungen. In den beiden Bereichen Informationstechnologie (IT) und Telekommunikationsinfrastruktur (TI) stärkt Axians seine Position als zuverlässiger Generalunternehmer für ganzheitliche Digitalisierungslösungen und den zügigen Ausbau von Glasfaser- und Mobilfunkinfrastrukturen, auch im Bereich der Schienen- und Verkehrswege. Dabei sorgen Berater:innen, Entwickler:innen, Techniker:innen und Monteur:innen dafür, das Leben der Menschen zu verbessern - etwa durch Cloud- und Data-Center-Infrastrukturen, Cybersicherheit, Unternehmens- und Breitbandnetze, Digital Workspace Lösungen, Managed Services sowie führende Software für Abfallwirtschaft, Schüttgutindustrie, technischen Service und öffentliche Verwaltung. 2024: 685 Millionen Euro Umsatz // 3225 Mitarbeitende // 65 Standorte www.axians.de Deine Bewerbungsunterlagen kannst Du jederzeit auf unserer Karriereseite über den Button „Jetzt Bewerben“ hochladen.​ ​Du hast noch Fragen, möchtest mehr über die offene Stelle, Deine Karrieremöglichkeiten oder unsere Benefits erfahren?​ ​Unsere Ansprechpartnerin Farina Wiersig steht Dir gerne zur Verfügung:​ E-Mail: farina.wiersig@axians.de / Tel: / Mobil: +49 173 7203762 Wir freuen uns auf den weiteren Austausch mit Dir. *Agenturen, Personaldienstleister oder vergleichbare Anfragende bitten wir ausdrücklich, von der unaufgeforderten Zusendung von Profilen und Anfragen zu einer möglichen Zusammenarbeit abzusehen. Wir arbeiten derzeit nicht mit externen Dienstleistern im Rahmen der Rekrutierung zusammen. Initiativvorstellungen erfolgen auf eigenes Risiko bzw. werden nicht weiter verfolgt und kommentarlos gelöscht. Wir bitten um Ihr Verständnis.",https://www.weworkremotely.com/remote-jobs/axians-digital-business-solutions-sap-solution-architect-cx-crm-w-m-d-1,2025-08-26 09:39:36 UTC,2025-09-25 09:39:36 UTC,Customer Support,0,0,USD,Axians Digital Business Solutions,"München, Deutschland"
90,Virtual Assistant with CRM bilingue remoto - Bilingue B2 C1 remoto,"Si cumples con los siguientes requisitos esta es la mejor oportunidad para ti: ● Experience with CRM systems (preferably ALL-IN or similar) and lead management. ● Familiarity with the senior care industry and empathy toward the elderly and their families during challenging transitions. ● Strong communication skills with the ability to handle client inquiries patiently and professionally. ● Tech-savvy with a grasp of automation tools (e.g., Zapier, Google Sheets) and AIsupported systems to streamline operations. ● Social media management skills, with an understanding of how to engage a demographic between 40-70 years of age on platforms like Facebook and Instagram. ● Independent worker with strong organizational skills and the ability to manage multiple tasks with minimal supervision. Bonus Skills ● Previous experience using digital transcription or OCR (Optical Character Recognition) tools for document processing. ● Knowledge of scheduling tools like Calendly and experience with task management platforms (e.g., Trello or Asana). Sé parte de este gran equipo! #LI-Onsite",https://www.weworkremotely.com/remote-jobs/solvo-s-virtual-assistant-with-crm-bilingue-remoto-bilingue-b2-c1-remoto,2025-08-26 09:39:36 UTC,2025-09-25 09:39:36 UTC,Customer Support,0,0,USD,Solvo S,"Medellí, Brazil"
91,"Senior Product Manager I, Billing","HubSpot's Commerce Hub is seeking a Senior Product Manager to drive the strategy, roadmap and execution for our Billing platform. This role is a cornerstone of our efforts to empower small and medium sized businesses with seamless and integrated financial operations. You'll be at the forefront of our mission to simplify the complex quote-to-cash journey for finance personas. This is a high-impact, cross-functional role that requires a deep understanding of finance workflows and a passion for solving complex problems with innovative solutions. You'll have the opportunity to leverage the power of AI to reimagine the billing experience and shape the future of financial operations for millions of users. In this role you’ll get to: Create a shared vision and cohesive roadmap for the future of this product area as a critical member of the Product Triad - our system for building product collaboratively and strategically Drive alignment, set goals, build understanding and motivate others, including cross-functional partners across the company Guide new product ideas from initial concept all the way through launch Understand our customers and their journey through the product by engaging with them directly and often Use data to identify opportunities to improve our customers’ experience, devise strategy to execute your ideas, and partner with business stakeholders across HubSpot to make solutions that help our customers grow Lead the product strategy for HubSpot's billing engine, focusing on key areas like legal entity, billing policy and schedules, subscription recurring billing, automated invoice generation and accounts receivable. Deeply understand the needs, pain points, and ""jobs to be done"" for finance personas in small and mid sized businesses. Drive the product roadmap for recurring subscription and usage based business models while ensuring scalability, accuracy, and reliability. Champion the use of AI and other emerging technologies to create intelligent and efficient workflows for our customers. We are looking for people who have: A strong focus on financial technology or B2B SaaS. Proven experience building and scaling billing platforms supporting recurring revenue models. A deep understanding of finance workflows, including quote-to-cash processes, accounts receivable. Exceptional analytical skills and a commitment to data accuracy and integrity. Experience launching products successfully to customers A multidisciplinary approach to thinking, combining market, business and technical insights to identify opportunities and weigh tradeoffs The ability to articulate product vision to a variety of audiences A deep respect for the expertise and insights of their collaborators, including engineering, design, UX research, analytics, and others A drive to understand customer needs deeply and truly solving for their problems Excellent communication, influencing, and interpersonal problem-solving skills A passion for growing healthy teams and leaders, cultivating psychological safety, and facilitating tough conversations that help people grow A desire to understand how HubSpot products work The ability to make decisions, test assumptions, and iterate - often without perfect information Demonstrated ability to adapt in an innovative and fast-paced environment An understanding of the competitive software space As a member of the Product Management org at HubSpot you’ll: Join a product-led culture that truly puts the customer first Create and advance an ambitious product strategy that’s driven by customer needs, business goals, powerful data, and global market indicators Partner closely with colleagues in UX and Engineering to create a high-value product that’s both powerful and easy to use Use your voice, share your perspective, and have a real impact based on your point of view Know what will lead to getting promoted, and why, thanks to clear expectations and robust career paths Be empowered to show up as your authentic self and choose a work style and location where you can do your best work , whether that’s at home, in an office, or a blend of the two. Read more about our shared product principles here . Pay & Benefits The cash compensation below includes base salary, on-target commission for employees in eligible roles, and annual bonus targets under HubSpot’s bonus plan for eligible roles. In addition to cash compensation, some roles are eligible to participate in HubSpot’s equity plan to receive restricted stock units (RSUs). Some roles may also be eligible for overtime pay. Individual compensation packages are tailored to your skills, experience, qualifications, and other job-related reasons. This resource will help guide how we recommend thinking about the range you see. Learn more about HubSpot’s compensation philosophy . Benefits are also an important piece of your total compensation package. Explore the benefits and perks HubSpot offers to help employees grow better. At HubSpot, fair compensation practices aren’t just about checking off the box for legal compliance. It’s about living out our value of transparency with our employees, candidates, and community. Annual Cash Compensation Range: $158,100 — $253,000 USD We know the confidence gap and impostor syndrome can get in the way of meeting spectacular candidates, so please don’t hesitate to apply — we’d love to hear from you. If you need accommodations or assistance due to a disability, please reach out to us using this form . At HubSpot, we value both flexibility and connection. Whether you’re a Remote employee or work from the Office, we want you to start your journey here by building strong connections with your team and peers. If you are joining our Engineering team, you will be required to attend a regional HubSpot office for in-person onboarding. If you join our broader Product team, you’ll also attend other in-person events such as your Product Group Summit and other gatherings to continue building on those connections. If you require an accommodation due to travel limitations or other reasons, please inform your recruiter during the hiring process. We are committed to supporting candidates who may need alternative arrangements Massachusetts Applicants: It is unlawful in Massachusetts to require or administer a lie detector test as a condition of employment or continued employment. An employer who violates this law shall be subject to criminal penalties and civil liability. Germany Applicants: (m/f/d) - link to HubSpot's Career Diversity page here . India Applicants: link to HubSpot India's equal opportunity policy here . About HubSpot HubSpot (NYSE: HUBS) is an AI-powered customer platform with all the software, integrations, and resources customers need to connect marketing, sales, and service. HubSpot's connected platform enables businesses to grow faster by focusing on what matters most: customers. At HubSpot, bold is our baseline. Our employees around the globe move fast, stay customer-obsessed, and win together. Our culture is grounded in four commitments: Solve for the Customer, Be Bold, Learn Fast, Align, Adapt & Go!, and Deliver with HEART. These commitments shape how we work, lead, and grow. We’re building a company where people can do their best work . We focus on brilliant work, not badge swipes. By combining clarity, ownership, and trust, we create space for big thinking and meaningful progress. And we know that when our employees grow, our customers do too. Recognized globally for our award-winning culture by Comparably, Glassdoor, Fortune, and more, HubSpot is headquartered in Cambridge, MA, with employees and offices around the world. Explore more: HubSpot Careers Life at HubSpot on Instagram By submitting your application, you agree that HubSpot may collect your personal data for recruiting, global organization planning, and related purposes. Refer to HubSpot's Recruiting Privacy Notice for details on data processing and your rights.",https://www.weworkremotely.com/remote-jobs/hubspot-senior-product-manager-i-billing,2025-08-26 09:39:36 UTC,2025-09-25 09:39:36 UTC,Customer Support,0,0,USD,HubSpot,Remote - USA
92,"Senior Manager, CRM (Email and SMS)","Overview The primary focus of the Senior Manager, CRM role is to manage AirSculpt’s consumer marketing Email and SMS programs. This includes the technical management of campaign set up and deployment, as well as helping with creative, reporting and strategy. We’re looking for someone who is passionate about customer and prospect communications, diligent about ESP and legal compliance changes, as well as identifying content trends and opportunities. This person should thrive in the fast-paced environment and bring a deep understanding of what performs best across the lifecycle of a customer to drive engagement and conversion across our prospect lead base. About AirSculpt ® AirSculpt® is a next-generation body contouring treatment designed to optimize both comfort and precision, available exclusively at AirSculpt offices. The minimally invasive procedure removes fat and tightens skin, while sculpting targeted areas of the body, allowing for quick healing with minimal bruising, tighter skin, and precise results. More than 50,000 AirSculpt cases have been performed in AirSculpt’s 30+ premium locations throughout the U.S, Canada and the United Kingdom. Responsibilities include but are not limited to: Help lead the full CRM strategy across email, SMS, and push channels Develop segmentation and personalization strategies to deliver targeted messaging Build emails (including dynamic content) in SFMC Design and optimize automated customer journeys, nurture campaigns, and trigger-based flows (e.g. welcome, abandon cart, win-back) Manage CRM calendar and ensure alignment with broader marketing and promotional plans Analyze performance KPIs (open rate, CTR, conversions, unsubscribe, sales per send) and optimize accordingly Partner with sales to ensure cohesive experiences across all lead touchpoints Stay up to date on compliance regulations (CAN-SPAM, TCPA, GDPR) and best practices Manage CRM tech stack (e.g. Salesforce Marketing Cloud, SalesForce Sales Cloud, Twilio.) Collaborate with the full marketing team on strategy, tactics, campaign themes and promotions to ensure a consistent user experience Other tasks as assigned by management Minimum Job Qualifications: 5–7+ years in CRM, email, and/or SMS marketing roles; DTC experience preferred (some experience with lead conversion preferred) Proven experience creating and scaling email & SMS programs that drive sales Deep understanding of customer lifecycle stages and behavior-based targeting Proficiency with CRM tools and analytics platforms Exceptional project management and cross-functional collaboration skills Strong understanding of deliverability, compliance, and attribution models Physical Demands Must be able to sit or stand intermittently for the duration of a shift (8-12 hours) Push/pull/lift up to 25 pounds Benefits Insurance: Competitive choices for health, dental and vision coverage; 1x base salary in life insurance, plus Short-Term and Long-Term Disability Retirement Plan: 401(k) & Roth IRA Paid Time Off: vacation and sick days, as well as company holidays Compensation $85-95K plus bonus potential. Full compensation packages are based on candidate experience and relevant licenses or certifications. AirSculpt provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. AirSculpt participates in E-Verify to confirm the identity and employment eligibility of all new hires. Click the following link for more information: E-Verify Participation Poster",https://www.weworkremotely.com/remote-jobs/airsculpt-senior-manager-crm-email-and-sms,2025-08-26 09:39:36 UTC,2025-09-25 09:39:36 UTC,Customer Support,0,0,USD,AirSculpt,Remote
